siRNA_reference,number
Ref_144836,0
Ref_144837,0
Ref_144838,0
Ref_144839,0
Ref_144840,0
Ref_144841,0
Ref_144842,0
Ref_144843,0
Ref_144844,0
Ref_144845,0
Ref_144846,0
Ref_144847,0
Ref_144848,0
Ref_144849,0
Ref_144850,0
Ref_144851,0
Ref_144852,0
Ref_144853,0
Ref_144854,0
Ref_144855,1
Ref_144856,1
Ref_144857,0
Ref_144858,0
Ref_144859,0
Ref_144860,0
Ref_144861,0
Ref_144862,0
Ref_144863,0
Ref_144864,0
Ref_144865,0
Ref_144866,0
Ref_144867,0
Ref_144868,0
Ref_144869,0
Ref_144870,0
Ref_144871,0
Ref_144872,0
Ref_144873,0
Ref_144874,0
Ref_144875,0
Ref_144876,0
Ref_144877,0
Ref_144878,0
Ref_144879,0
Ref_144880,0
Ref_144881,0
Ref_144882,0
Ref_144883,0
Ref_144884,0
Ref_144885,0
Ref_144886,0
Ref_144887,0
Ref_144888,0
Ref_144889,0
Ref_144890,0
Ref_144891,0
Ref_144892,0
Ref_144893,0
Ref_144894,0
Ref_144895,0
Ref_144896,0
Ref_144897,0
Ref_144898,0
Ref_144899,0
Ref_144900,0
Ref_144901,0
Ref_144902,0
Ref_144903,0
Ref_144904,0
Ref_144905,0
Ref_144906,0
Ref_144907,0
Ref_144908,0
Ref_144909,0
Ref_144910,0
Ref_144911,0
Ref_144912,0
Ref_144913,0
Ref_144914,0
Ref_144915,0
Ref_144916,0
Ref_144917,0
Ref_144918,0
Ref_144919,0
Ref_144920,2
Ref_144921,0
Ref_144922,0
Ref_144923,0
Ref_144924,0
Ref_144925,0
Ref_144926,0
Ref_144927,0
Ref_144928,0
Ref_144929,0
Ref_144930,0
Ref_144931,0
Ref_144932,0
Ref_144933,0
Ref_144934,0
Ref_144935,0
Ref_144936,1
Ref_144937,0
Ref_144938,0
Ref_144939,0
Ref_144940,0
Ref_144941,0
Ref_144942,0
Ref_144943,0
Ref_144944,0
Ref_144945,0
Ref_144946,0
Ref_144947,0
Ref_144948,0
Ref_144949,0
Ref_144950,0
Ref_144951,0
Ref_144952,0
Ref_144953,0
Ref_144954,0
Ref_144955,0
Ref_144956,0
Ref_144957,0
Ref_144958,0
Ref_144959,0
Ref_144960,0
Ref_144961,0
Ref_144962,0
Ref_144963,0
Ref_144964,0
Ref_144965,0
Ref_144966,0
Ref_144967,2
Ref_144968,0
Ref_144969,0
Ref_144970,0
Ref_144971,0
Ref_144972,0
Ref_144973,0
Ref_144974,0
Ref_144975,0
Ref_144976,0
Ref_144977,0
Ref_144978,0
Ref_144979,0
Ref_144980,0
Ref_144981,0
Ref_144982,0
Ref_144983,0
Ref_144984,0
Ref_144985,1
Ref_144986,0
Ref_144987,0
Ref_144988,0
Ref_144989,0
Ref_144990,0
Ref_144991,0
Ref_144992,0
Ref_144993,0
Ref_144994,0
Ref_144995,0
Ref_144996,0
Ref_144997,0
Ref_144998,0
Ref_144999,0
Ref_145000,0
Ref_145001,0
Ref_145002,0
Ref_145003,0
Ref_145004,0
Ref_145005,0
Ref_145006,0
Ref_145007,0
Ref_145008,0
Ref_145009,0
Ref_145010,0
Ref_145011,0
Ref_145012,0
Ref_145013,0
Ref_145014,0
Ref_145015,0
Ref_145016,1
Ref_145017,0
Ref_145018,1
Ref_145019,0
Ref_145020,0
Ref_145021,0
Ref_145022,0
Ref_145023,0
Ref_145024,0
Ref_145025,0
Ref_145026,0
Ref_145027,0
Ref_145028,0
Ref_145029,0
Ref_145030,0
Ref_145031,0
Ref_145032,0
Ref_145033,0
Ref_145034,0
Ref_145035,0
Ref_145036,0
Ref_145037,0
Ref_145038,0
Ref_145039,0
Ref_145040,0
Ref_145041,0
Ref_145042,0
Ref_145043,0
Ref_145044,0
Ref_145045,0
Ref_145046,1
Ref_145047,0
Ref_145048,0
Ref_145049,0
Ref_145050,0
Ref_145051,2
Ref_145052,0
Ref_145053,0
Ref_145054,0
Ref_145055,0
Ref_145056,0
Ref_145057,0
Ref_145058,0
Ref_145059,0
Ref_145060,0
Ref_145061,0
Ref_145062,0
Ref_145063,0
Ref_145064,0
Ref_145065,0
Ref_145066,1
Ref_145067,0
Ref_145068,0
Ref_145069,0
Ref_145070,0
Ref_145071,0
Ref_145072,0
Ref_145073,0
Ref_145074,0
Ref_145075,0
Ref_145076,0
Ref_145077,0
Ref_145078,0
Ref_145079,0
Ref_145080,0
Ref_145081,0
Ref_145082,0
Ref_145083,0
Ref_145084,0
Ref_145085,0
Ref_145086,0
Ref_145087,0
Ref_145088,0
Ref_145089,0
Ref_145090,0
Ref_145091,0
Ref_145092,0
Ref_145093,0
Ref_145094,0
Ref_145095,0
Ref_145096,0
Ref_145097,0
Ref_145098,0
Ref_145099,0
Ref_145100,0
Ref_145101,0
Ref_145102,0
Ref_145103,0
Ref_145104,0
Ref_145105,0
Ref_145106,0
Ref_145107,0
Ref_145108,0
Ref_145109,0
Ref_145110,0
Ref_145111,0
Ref_145112,0
Ref_145113,0
Ref_145114,0
Ref_145115,0
Ref_145116,0
Ref_145117,0
Ref_145118,0
Ref_145119,0
Ref_145120,0
Ref_145121,0
Ref_145122,0
Ref_145123,0
Ref_145124,0
Ref_145125,0
Ref_145126,0
Ref_145127,0
Ref_145128,0
Ref_145129,0
Ref_145130,0
Ref_145131,0
Ref_145132,0
Ref_145133,0
Ref_145134,0
Ref_145135,0
Ref_145136,0
Ref_145137,0
Ref_145138,0
Ref_145139,0
Ref_145140,0
Ref_145141,0
Ref_145142,0
Ref_145143,0
Ref_145144,0
Ref_145145,0
Ref_145146,0
Ref_145147,0
Ref_145148,0
Ref_145149,0
Ref_145150,0
Ref_145151,0
Ref_145152,0
Ref_145153,0
Ref_145154,0
Ref_145155,0
Ref_145156,0
Ref_145157,0
Ref_145158,1
Ref_145159,0
Ref_145160,0
Ref_145161,0
Ref_145162,0
Ref_145163,0
Ref_145164,0
Ref_145165,0
Ref_145166,0
Ref_145167,0
Ref_145168,0
Ref_145169,0
Ref_145170,0
Ref_145171,0
Ref_145172,0
Ref_145173,0
Ref_145174,0
Ref_145175,0
Ref_145176,0
Ref_145177,0
Ref_145178,0
Ref_145179,0
Ref_145180,0
Ref_145181,0
Ref_145182,0
Ref_145183,0
Ref_145184,0
Ref_145185,0
Ref_145186,0
Ref_145187,0
Ref_145188,0
Ref_145189,0
Ref_145190,0
Ref_145191,0
Ref_145192,0
Ref_145193,0
Ref_145194,0
Ref_145195,0
Ref_145196,0
Ref_145197,0
Ref_145198,1
Ref_145199,0
Ref_145200,0
Ref_145201,0
Ref_145202,0
Ref_145203,0
Ref_145204,0
Ref_145205,0
Ref_145206,0
Ref_145207,0
Ref_145208,0
Ref_145209,0
Ref_145210,0
Ref_145211,0
Ref_145212,3
Ref_145213,0
Ref_145214,2
Ref_145215,1
Ref_145216,0
Ref_145217,0
Ref_145218,0
Ref_145219,0
Ref_145220,0
Ref_145221,1
Ref_145222,0
Ref_145223,0
Ref_145224,0
Ref_145225,0
Ref_145226,0
Ref_145227,0
Ref_145228,0
Ref_145229,0
Ref_145230,0
Ref_145231,0
Ref_145232,0
Ref_145233,0
Ref_145234,0
Ref_145235,0
Ref_145236,0
Ref_145237,0
Ref_145238,0
Ref_145239,0
Ref_145240,0
Ref_145241,0
Ref_145242,0
Ref_145243,0
Ref_145244,0
Ref_145245,0
Ref_145246,0
Ref_145247,0
Ref_145248,0
Ref_145249,0
Ref_145250,0
Ref_145251,0
Ref_145252,0
Ref_145253,0
Ref_145254,0
Ref_145255,0
Ref_145256,0
Ref_145257,0
Ref_145258,0
Ref_145259,1
Ref_145260,1
Ref_145261,0
Ref_145262,0
Ref_145263,0
Ref_145264,0
Ref_145265,0
Ref_145266,0
Ref_145267,0
Ref_145268,0
Ref_145269,0
Ref_145270,1
Ref_145271,0
Ref_145272,0
Ref_145273,0
Ref_145274,0
Ref_145275,0
Ref_145276,0
Ref_145277,0
Ref_145278,0
Ref_145279,0
Ref_145280,0
Ref_145281,0
Ref_145282,0
Ref_145283,0
Ref_145284,0
Ref_145285,0
Ref_145286,0
Ref_145287,0
Ref_145288,0
Ref_145289,0
Ref_145290,0
Ref_145291,0
Ref_145292,0
Ref_145293,0
Ref_145294,0
Ref_145295,0
Ref_145296,0
Ref_145297,0
Ref_145298,0
Ref_145299,1
Ref_145300,0
Ref_145301,0
Ref_145302,0
Ref_145303,0
Ref_145304,0
Ref_145305,0
Ref_145306,0
Ref_145307,0
Ref_145308,1
Ref_145309,0
Ref_145310,0
Ref_145311,0
Ref_145312,0
Ref_145313,0
Ref_145314,0
Ref_145315,0
Ref_145316,0
Ref_145317,0
Ref_145318,0
Ref_145319,0
Ref_145320,0
Ref_145321,0
Ref_145322,0
Ref_145323,0
Ref_145324,0
Ref_145325,0
Ref_145326,0
Ref_145327,0
Ref_145328,0
Ref_145329,0
Ref_145330,0
Ref_145331,0
Ref_145332,0
Ref_145333,0
Ref_145334,0
Ref_145335,0
Ref_145336,0
Ref_145337,0
Ref_145338,1
Ref_145339,0
Ref_145340,0
Ref_145341,0
Ref_145342,0
Ref_145343,0
Ref_145344,0
Ref_145345,0
Ref_145346,0
Ref_145347,0
Ref_145348,0
Ref_145349,0
Ref_145350,0
Ref_145351,0
Ref_145352,0
Ref_145353,0
Ref_145354,0
Ref_145355,0
Ref_145356,0
Ref_145357,0
Ref_145358,0
Ref_145359,0
Ref_145360,0
Ref_145361,0
Ref_145362,0
Ref_145363,0
Ref_145364,0
Ref_145365,0
Ref_145366,0
Ref_145367,0
Ref_145368,0
Ref_145369,0
Ref_145370,0
Ref_145371,0
Ref_145372,0
Ref_145373,0
Ref_145374,0
Ref_145375,0
Ref_145376,0
Ref_145377,0
Ref_145378,0
Ref_145379,0
Ref_145380,0
Ref_145381,0
Ref_145382,0
Ref_145383,0
Ref_145384,1
Ref_145385,0
Ref_145386,0
Ref_145387,0
Ref_145388,0
Ref_145389,0
Ref_145390,0
Ref_145391,0
Ref_145392,0
Ref_145393,0
Ref_145394,0
Ref_145395,0
Ref_145396,0
Ref_145397,0
Ref_145398,0
Ref_145399,0
Ref_145400,0
Ref_145401,0
Ref_145402,0
Ref_145403,0
Ref_145404,0
Ref_145405,0
Ref_145406,0
Ref_145407,0
Ref_145408,0
Ref_145409,1
Ref_145410,0
Ref_145411,0
Ref_145412,0
Ref_145413,0
Ref_145414,0
Ref_145415,0
Ref_145416,0
Ref_145417,0
Ref_145418,0
Ref_145419,0
Ref_145420,0
Ref_145421,0
Ref_145422,0
Ref_145423,0
Ref_145424,0
Ref_145425,0
Ref_145426,0
Ref_145427,0
Ref_145428,0
Ref_145429,0
Ref_145430,0
Ref_145431,0
Ref_145432,0
Ref_145433,0
Ref_145434,0
Ref_145435,0
Ref_145436,1
Ref_145437,0
Ref_145438,0
Ref_145439,0
Ref_145440,0
Ref_145441,0
Ref_145442,0
Ref_145443,0
Ref_145444,0
Ref_145445,0
Ref_145446,0
Ref_145447,0
Ref_145448,0
Ref_145449,0
Ref_145450,0
Ref_145451,0
Ref_145452,1
Ref_145453,0
Ref_145454,0
Ref_145455,0
Ref_145456,0
Ref_145457,0
Ref_145458,0
Ref_145459,0
Ref_145460,0
Ref_145461,0
Ref_145462,0
Ref_145463,1
Ref_145464,0
Ref_145465,0
Ref_145466,0
Ref_145467,0
Ref_145468,0
Ref_145469,0
Ref_145470,0
Ref_145471,0
Ref_145472,0
Ref_145473,0
Ref_145474,0
Ref_145475,0
Ref_145476,0
Ref_145477,0
Ref_145478,0
Ref_145479,0
Ref_145480,0
Ref_145481,1
Ref_145482,0
Ref_145483,0
Ref_145484,0
Ref_145485,0
Ref_145486,0
Ref_145487,0
Ref_145488,0
Ref_145489,0
Ref_145490,0
Ref_145491,0
Ref_145492,0
Ref_145493,0
Ref_145494,0
Ref_145495,0
Ref_145496,0
Ref_145497,0
Ref_145498,0
Ref_145499,0
Ref_145500,0
Ref_145501,0
Ref_145502,1
Ref_145503,0
Ref_145504,0
Ref_145505,0
Ref_145506,0
Ref_145507,0
Ref_145508,0
Ref_145509,0
Ref_145510,0
Ref_145511,0
Ref_145512,0
Ref_145513,0
Ref_145514,0
Ref_145515,1
Ref_145516,0
Ref_145517,0
Ref_145518,0
Ref_145519,0
Ref_145520,0
Ref_145521,0
Ref_145522,0
Ref_145523,0
Ref_145524,0
Ref_145525,0
Ref_145526,0
Ref_145527,0
Ref_145528,0
Ref_145529,0
Ref_145530,0
Ref_145531,0
Ref_145532,0
Ref_145533,0
Ref_145534,0
Ref_145535,0
Ref_145536,0
Ref_145537,0
Ref_145538,0
Ref_145539,0
Ref_145540,0
Ref_145541,0
Ref_145542,0
Ref_145543,0
Ref_145544,0
Ref_145545,0
Ref_145546,0
Ref_145547,0
Ref_145548,0
Ref_145549,0
Ref_145550,0
Ref_145551,0
Ref_145552,0
Ref_145553,0
Ref_145554,0
Ref_145555,0
Ref_145556,0
Ref_145557,0
Ref_145558,0
Ref_145559,0
Ref_145560,0
Ref_145561,0
Ref_145562,0
Ref_145563,0
Ref_145564,0
Ref_145565,0
Ref_145566,0
Ref_145567,0
Ref_145568,0
Ref_145569,0
Ref_145570,0
Ref_145571,0
Ref_145572,0
Ref_145573,0
Ref_145574,0
Ref_145575,0
Ref_145576,0
Ref_145577,0
Ref_145578,0
Ref_145579,0
Ref_145580,0
Ref_145581,0
Ref_145582,0
Ref_145583,0
Ref_145584,0
Ref_145585,0
Ref_145586,0
Ref_145587,0
Ref_145588,0
Ref_145589,0
Ref_145590,0
Ref_145591,0
Ref_145592,0
Ref_145593,0
Ref_145594,0
Ref_145595,0
Ref_145596,0
Ref_145597,0
Ref_145598,0
Ref_145599,0
Ref_145600,0
Ref_145601,0
Ref_145602,0
Ref_145603,0
Ref_145604,0
Ref_145605,0
Ref_145606,0
Ref_145607,0
Ref_145608,0
Ref_145609,0
Ref_145610,0
Ref_145611,0
Ref_145612,0
Ref_145613,0
Ref_145614,0
Ref_145615,0
Ref_145616,1
Ref_145617,0
Ref_145618,0
Ref_145619,0
Ref_145620,0
Ref_145621,0
Ref_145622,0
Ref_145623,0
Ref_145624,0
Ref_145625,0
Ref_145626,0
Ref_145627,0
Ref_145628,0
Ref_145629,0
Ref_145630,0
Ref_145631,0
Ref_145632,0
Ref_145633,0
Ref_145634,0
Ref_145635,0
Ref_145636,0
Ref_145637,0
Ref_145638,0
Ref_145639,0
Ref_145640,0
Ref_145641,0
Ref_145642,0
Ref_145643,0
Ref_145644,0
Ref_145645,0
Ref_145646,0
Ref_145647,0
Ref_145648,1
Ref_145649,0
Ref_145650,0
Ref_145651,0
Ref_145652,0
Ref_145653,0
Ref_145654,8
Ref_145655,0
Ref_145656,0
Ref_145657,1
Ref_145658,0
Ref_145659,0
Ref_145660,0
Ref_145661,0
Ref_145662,0
Ref_145663,0
Ref_145664,0
Ref_145665,0
Ref_145666,0
Ref_145667,0
Ref_145668,0
Ref_145669,0
Ref_145670,0
Ref_145671,0
Ref_145672,0
Ref_145673,0
Ref_145674,0
Ref_145675,0
Ref_145676,1
Ref_145677,0
Ref_145678,0
Ref_145679,0
Ref_145680,0
Ref_145681,0
Ref_145682,1
Ref_145683,0
Ref_145684,0
Ref_145685,0
Ref_145686,0
Ref_145687,0
Ref_145688,0
Ref_145689,0
Ref_145690,0
Ref_145691,0
Ref_145692,0
Ref_145693,0
Ref_145694,0
Ref_145695,0
Ref_145696,0
Ref_145697,0
Ref_145698,0
Ref_145699,0
Ref_145700,0
Ref_145701,0
Ref_145702,0
Ref_145703,0
Ref_145704,0
Ref_145705,0
Ref_145706,0
Ref_145707,0
Ref_145708,0
Ref_145709,0
Ref_145710,0
Ref_145711,0
Ref_145712,0
Ref_145713,0
Ref_145714,0
Ref_145715,0
Ref_145716,0
Ref_145717,0
Ref_145718,0
Ref_145719,0
Ref_145720,0
Ref_145721,0
Ref_145722,0
Ref_145723,0
Ref_145724,0
Ref_145725,0
Ref_145726,0
Ref_145727,0
Ref_145728,0
Ref_145729,0
Ref_145730,0
Ref_145731,0
Ref_145732,0
Ref_145733,0
Ref_145734,0
Ref_145735,0
Ref_145736,0
Ref_145737,0
Ref_145738,0
Ref_145739,0
Ref_145740,0
Ref_145741,0
Ref_145742,0
Ref_145743,0
Ref_145744,0
Ref_145745,0
Ref_145746,0
Ref_145747,0
Ref_145748,0
Ref_145749,0
Ref_145750,0
Ref_145751,0
Ref_145752,0
Ref_145753,0
Ref_145754,0
Ref_145755,0
Ref_145756,0
Ref_145757,0
Ref_145758,0
Ref_145759,0
Ref_145760,0
Ref_145761,0
Ref_145762,0
Ref_145763,0
Ref_145764,0
Ref_145765,0
Ref_145766,0
Ref_145767,0
Ref_145768,0
Ref_145769,0
Ref_145770,0
Ref_145771,0
Ref_145772,0
Ref_145773,0
Ref_145774,0
Ref_145775,0
Ref_145776,0
Ref_145777,0
Ref_145778,0
Ref_145779,0
Ref_145780,0
Ref_145781,0
Ref_145782,1
Ref_145783,0
Ref_145784,0
Ref_145785,0
Ref_145786,0
Ref_145787,0
Ref_145788,0
Ref_145789,0
Ref_145790,0
Ref_145791,0
Ref_145792,0
Ref_145793,0
Ref_145794,0
Ref_145795,0
Ref_145796,0
Ref_145797,0
Ref_145798,0
Ref_145799,0
Ref_145800,0
Ref_145801,0
Ref_145802,0
Ref_145803,0
Ref_145804,0
Ref_145805,0
Ref_145806,0
Ref_145807,0
Ref_145808,0
Ref_145809,0
Ref_145810,0
Ref_145811,0
Ref_145812,0
Ref_145813,0
Ref_145814,0
Ref_145815,0
Ref_145816,0
Ref_145817,0
Ref_145818,0
Ref_145819,0
Ref_145820,0
Ref_145821,0
Ref_145822,0
Ref_145823,0
Ref_145824,0
Ref_145825,0
Ref_145826,0
Ref_145827,0
Ref_145828,0
Ref_145829,0
Ref_145830,0
Ref_145831,0
Ref_145832,0
Ref_145833,0
Ref_145834,0
Ref_145835,0
Ref_145836,0
Ref_145837,0
Ref_145838,0
Ref_145839,0
Ref_145840,0
Ref_145841,0
Ref_145842,0
Ref_145843,0
Ref_145844,0
Ref_145845,0
Ref_145846,0
Ref_145847,0
Ref_145848,0
Ref_145849,0
Ref_145850,0
Ref_145851,0
Ref_145852,0
Ref_145853,0
Ref_145854,0
Ref_145855,0
Ref_145856,0
Ref_145857,0
Ref_145858,0
Ref_145859,0
Ref_145860,0
Ref_145861,0
Ref_145862,0
Ref_145863,0
Ref_145864,0
Ref_145865,0
Ref_145866,0
Ref_145867,0
Ref_145868,0
Ref_145869,0
Ref_145870,0
Ref_145871,0
Ref_145872,0
Ref_145873,0
Ref_145874,0
Ref_145875,0
Ref_145876,0
Ref_145877,0
Ref_145878,0
Ref_145879,0
Ref_145880,0
Ref_145881,0
Ref_145882,0
Ref_145883,0
Ref_145884,0
Ref_145885,0
Ref_145886,0
Ref_145887,0
Ref_145888,0
Ref_145889,0
Ref_145890,0
Ref_145891,0
Ref_145892,0
Ref_145893,0
Ref_145894,0
Ref_145895,0
Ref_145896,0
Ref_145897,0
Ref_145898,1
Ref_145899,0
Ref_145900,0
Ref_145901,0
Ref_145902,0
Ref_145903,0
Ref_145904,0
Ref_145905,0
Ref_145906,0
Ref_145907,0
Ref_145908,0
Ref_145909,0
Ref_145910,0
Ref_145911,0
Ref_145912,0
Ref_145913,0
Ref_145914,0
Ref_145915,0
Ref_145916,0
Ref_145917,0
Ref_145918,0
Ref_145919,1
Ref_145920,0
Ref_145921,0
Ref_145922,0
Ref_145923,0
Ref_145924,0
Ref_145925,0
Ref_145926,0
Ref_145927,0
Ref_145928,0
Ref_145929,0
Ref_145930,0
Ref_145931,0
Ref_145932,0
Ref_145933,0
Ref_145934,0
Ref_145935,1
Ref_145936,0
Ref_145937,0
Ref_145938,0
Ref_145939,0
Ref_145940,0
Ref_145941,0
Ref_145942,0
Ref_145943,0
Ref_145944,0
Ref_145945,0
Ref_145946,0
Ref_145947,0
Ref_145948,0
Ref_145949,0
Ref_145950,0
Ref_145951,0
Ref_145952,0
Ref_145953,0
Ref_145954,0
Ref_145955,0
Ref_145956,0
Ref_145957,0
Ref_145958,0
Ref_145959,0
Ref_145960,0
Ref_145961,0
Ref_145962,0
Ref_145963,0
Ref_145964,0
Ref_145965,0
Ref_145966,0
Ref_145967,0
Ref_145968,0
Ref_145969,0
Ref_145970,0
Ref_145971,0
Ref_145972,0
Ref_145973,1
Ref_145974,0
Ref_145975,0
Ref_145976,0
Ref_145977,0
Ref_145978,0
Ref_145979,0
Ref_145980,1
Ref_145981,0
Ref_145982,1
Ref_145983,0
Ref_145984,0
Ref_145985,0
Ref_145986,0
Ref_145987,0
Ref_145988,0
Ref_145989,0
Ref_145990,0
Ref_145991,0
Ref_145992,0
Ref_145993,0
Ref_145994,0
Ref_145995,0
Ref_145996,0
Ref_145997,0
Ref_145998,0
Ref_145999,0
Ref_146000,0
Ref_146001,0
Ref_146002,0
Ref_146003,0
Ref_146004,0
Ref_146005,0
Ref_146006,0
Ref_146007,0
Ref_146008,0
Ref_146009,0
Ref_146010,0
Ref_146011,0
Ref_146012,0
Ref_146013,0
Ref_146014,0
Ref_146015,0
Ref_146016,0
Ref_146017,0
Ref_146018,0
Ref_146019,0
Ref_146020,0
Ref_146021,0
Ref_146022,0
Ref_146023,0
Ref_146024,0
Ref_146025,0
Ref_146026,0
Ref_146027,0
Ref_146028,0
Ref_146029,0
Ref_146030,0
Ref_146031,0
Ref_146032,0
Ref_146033,0
Ref_146034,0
Ref_146035,0
Ref_146036,0
Ref_146037,0
Ref_146038,0
Ref_146039,0
Ref_146040,0
Ref_146041,0
Ref_146042,0
Ref_146043,0
Ref_146044,0
Ref_146045,0
Ref_146046,0
Ref_146047,0
Ref_146048,0
Ref_146049,0
Ref_146050,0
Ref_146051,0
Ref_146052,0
Ref_146053,0
Ref_146054,0
Ref_146055,0
Ref_146056,0
Ref_146057,0
Ref_146058,1
Ref_146059,0
Ref_146060,0
Ref_146061,0
Ref_146062,0
Ref_146063,0
Ref_146064,0
Ref_146065,0
Ref_146066,0
Ref_146067,0
Ref_146068,0
Ref_146069,0
Ref_146070,0
Ref_146071,0
Ref_146072,0
Ref_146073,0
Ref_146074,0
Ref_146075,0
Ref_146076,0
Ref_146077,0
Ref_146078,0
Ref_146079,0
Ref_146080,0
Ref_146081,0
Ref_146082,1
Ref_146083,0
Ref_146084,0
Ref_146085,0
Ref_146086,0
Ref_146087,0
Ref_146088,0
Ref_146089,2
Ref_146090,0
Ref_146091,0
Ref_146092,0
Ref_146093,0
Ref_146094,0
Ref_146095,0
Ref_146096,0
Ref_146097,0
Ref_146098,0
Ref_146099,0
Ref_146100,0
Ref_146101,0
Ref_146102,0
Ref_146103,0
Ref_146104,0
Ref_146105,0
Ref_146106,0
Ref_146107,0
Ref_146108,0
Ref_146109,0
Ref_146110,0
Ref_146111,0
Ref_146112,0
Ref_146113,0
Ref_146114,0
Ref_146115,0
Ref_146116,0
Ref_146117,0
Ref_146118,1
Ref_146119,0
Ref_146120,0
Ref_146121,0
Ref_146122,0
Ref_146123,0
Ref_146124,1
Ref_146125,0
Ref_146126,0
Ref_146127,0
Ref_146128,0
Ref_146129,0
Ref_146130,0
Ref_146131,0
Ref_146132,0
Ref_146133,0
Ref_146134,0
Ref_146135,0
Ref_146136,0
Ref_146137,0
Ref_146138,0
Ref_146139,0
Ref_146140,0
Ref_146141,0
Ref_146142,0
Ref_146143,0
Ref_146144,0
Ref_146145,0
Ref_146146,0
Ref_146147,0
Ref_146148,0
Ref_146149,0
Ref_146150,0
Ref_146151,0
Ref_146152,0
Ref_146153,0
Ref_146154,0
Ref_146155,0
Ref_146156,0
Ref_146157,0
Ref_146158,0
Ref_146159,0
Ref_146160,0
Ref_146161,0
Ref_146162,0
Ref_146163,0
Ref_146164,0
Ref_146165,0
Ref_146166,0
Ref_146167,0
Ref_146168,0
Ref_146169,0
Ref_146170,0
Ref_146171,0
Ref_146172,0
Ref_146173,0
Ref_146174,0
Ref_146175,0
Ref_146176,0
Ref_146177,0
Ref_146178,0
Ref_146179,0
Ref_146180,0
Ref_146181,0
Ref_146182,0
Ref_146183,0
Ref_146184,0
Ref_146185,0
Ref_146186,0
Ref_146187,0
Ref_146188,0
Ref_146189,0
Ref_146190,0
Ref_146191,0
Ref_146192,0
Ref_146193,0
Ref_146194,0
Ref_146195,0
Ref_146196,0
Ref_146197,0
Ref_146198,0
Ref_146199,0
Ref_146200,0
Ref_146201,0
Ref_146202,0
Ref_146203,0
Ref_146204,0
Ref_146205,0
Ref_146206,0
Ref_146207,0
Ref_146208,0
Ref_146209,0
Ref_146210,0
Ref_146211,0
Ref_146212,0
Ref_146213,0
Ref_146214,0
Ref_146215,0
Ref_146216,0
Ref_146217,0
Ref_146218,0
Ref_146219,0
Ref_146220,0
Ref_146221,0
Ref_146222,0
Ref_146223,0
Ref_146224,0
Ref_146225,0
Ref_146226,0
Ref_146227,0
Ref_146228,0
Ref_146229,0
Ref_146230,0
Ref_146231,0
Ref_146232,0
Ref_146233,0
Ref_146234,0
Ref_146235,0
Ref_146236,0
Ref_146237,0
Ref_146238,0
Ref_146239,0
Ref_146240,0
Ref_146241,0
Ref_146242,0
Ref_146243,0
Ref_146244,1
Ref_146245,0
Ref_146246,0
Ref_146247,0
Ref_146248,0
Ref_146249,0
Ref_146250,0
Ref_146251,0
Ref_146252,0
Ref_146253,0
Ref_146254,0
Ref_146255,0
Ref_146256,0
Ref_146257,0
Ref_146258,0
Ref_146259,0
Ref_146260,0
Ref_146261,0
Ref_146262,0
Ref_146263,0
Ref_146264,0
Ref_146265,0
Ref_146266,0
Ref_146267,0
Ref_146268,0
Ref_146269,0
Ref_146270,0
Ref_146271,0
Ref_146272,0
Ref_146273,0
Ref_146274,0
Ref_146275,0
Ref_146276,0
Ref_146277,0
Ref_146278,0
Ref_146279,0
Ref_146280,0
Ref_146281,0
Ref_146282,1
Ref_146283,0
Ref_146284,0
Ref_146285,0
Ref_146286,0
Ref_146287,0
Ref_146288,0
Ref_146289,0
Ref_146290,0
Ref_146291,3
Ref_146292,0
Ref_146293,0
Ref_146294,0
Ref_146295,0
Ref_146296,0
Ref_146297,0
Ref_146298,0
Ref_146299,0
Ref_146300,0
Ref_146301,0
Ref_146302,0
Ref_146303,0
Ref_146304,0
Ref_146305,0
Ref_146306,0
Ref_146307,0
Ref_146308,0
Ref_146309,0
Ref_146310,0
Ref_146311,0
Ref_146312,0
Ref_146313,0
Ref_146314,0
Ref_146315,0
Ref_146316,0
Ref_146317,0
Ref_146318,0
Ref_146319,0
Ref_146320,0
Ref_146321,0
Ref_146322,0
Ref_146323,0
Ref_146324,0
Ref_146325,0
Ref_146326,0
Ref_146327,0
Ref_146328,0
Ref_146329,0
Ref_146330,0
Ref_146331,0
Ref_146332,0
Ref_146333,0
Ref_146334,0
Ref_146335,0
Ref_146336,0
Ref_146337,0
Ref_146338,0
Ref_146339,1
Ref_146340,0
Ref_146341,0
Ref_146342,0
Ref_146343,0
Ref_146344,0
Ref_146345,0
Ref_146346,0
Ref_146347,0
Ref_146348,0
Ref_146349,0
Ref_146350,0
Ref_146351,0
Ref_146352,0
Ref_146353,0
Ref_146354,0
Ref_146355,0
Ref_146356,0
Ref_146357,0
Ref_146358,0
Ref_146359,0
Ref_146360,0
Ref_146361,0
Ref_146362,0
Ref_146363,0
Ref_146364,0
Ref_146365,0
Ref_146366,0
Ref_146367,0
Ref_146368,0
Ref_146369,1
Ref_146370,0
Ref_146371,0
Ref_146372,0
Ref_146373,0
Ref_146374,0
Ref_146375,0
Ref_146376,0
Ref_146377,0
Ref_146378,0
Ref_146379,0
Ref_146380,0
Ref_146381,0
Ref_146382,0
Ref_146383,0
Ref_146384,0
Ref_146385,0
Ref_146386,1
Ref_146387,0
Ref_146388,0
Ref_146389,0
